id,user,uid,version,changeset,timestamp
16663310,bot-mode,451693,2,15795416,2013-04-20T10:29:13Z
16663311,bdiscoe,402624,3,20879388,2014-03-03T02:54:45Z
16663316,bot-mode,451693,2,15795416,2013-04-20T10:29:15Z
16663327,bdiscoe,402624,3,20878309,2014-03-03T01:07:35Z
16663333,bot-mode,451693,3,14394010,2012-12-24T18:55:13Z
16663340,bdiscoe,402624,3,20878663,2014-03-03T01:43:01Z
16663347,bot-mode,451693,2,14362479,2012-12-22T05:41:06Z
16663359,bdiscoe,402624,4,20878663,2014-03-03T01:43:27Z
16663392,bot-mode,451693,2,15795416,2013-04-20T10:29:30Z
16663428,bot-mode,451693,2,15795416,2013-04-20T10:29:34Z
16663455,bot-mode,451693,2,14394010,2012-12-24T18:55:13Z
16663457,bot-mode,451693,3,14394010,2012-12-24T18:55:13Z
16663472,bot-mode,451693,2,14394010,2012-12-24T18:55:14Z
16663473,KristenK,1494110,3,19064694,2013-11-22T23:54:00Z
16663474,bot-mode,451693,2,14394010,2012-12-24T18:55:14Z
16663500,bot-mode,451693,2,15795416,2013-04-20T10:29:45Z
16663506,bot-mode,451693,2,14394010,2012-12-24T18:55:14Z
16663512,bdiscoe,402624,3,20878309,2014-03-03T01:08:32Z
16663518,bot-mode,451693,2,15795416,2013-04-20T10:29:47Z
16663520,bot-mode,451693,2,14394010,2012-12-24T18:55:15Z
16663522,bot-mode,451693,2,14394010,2012-12-24T18:55:15Z
16663525,bot-mode,451693,2,14394010,2012-12-24T18:55:15Z
16663536,bdiscoe,402624,4,20878309,2014-03-03T01:08:22Z
16663537,bot-mode,451693,2,15795416,2013-04-20T10:29:50Z
16663542,bot-mode,451693,2,15795416,2013-04-20T10:29:51Z
16663563,bot-mode,451693,2,15795416,2013-04-20T10:29:57Z
16663597,bot-mode,451693,2,14394010,2012-12-24T18:55:15Z
16663599,bdiscoe,402624,3,20878663,2014-03-03T01:43:34Z
16663607,Dami_Tn,2012449,4,21562210,2014-04-07T22:56:34Z
16663611,AtnNn,5848842,3,48864487,2017-05-21T15:23:02Z
16663614,emacsen_dwg,1782960,4,28649503,2015-02-06T12:07:48Z
16663620,bot-mode,451693,2,14394010,2012-12-24T18:55:16Z
16663640,mdsuper82,5776193,6,48628725,2017-05-12T16:24:37Z
16663642,Maskulinum,618377,4,21947605,2014-04-26T06:03:35Z
16663644,Maskulinum,618377,3,21947598,2014-04-26T06:03:03Z
16663650,bdiscoe,402624,3,20878309,2014-03-03T01:08:29Z
16663679,bot-mode,451693,2,15795416,2013-04-20T10:30:13Z
16663701,bot-mode,451693,2,15795416,2013-04-20T10:30:16Z
16663709,bdiscoe,402624,3,20878309,2014-03-03T01:08:12Z
16663714,Omnific,1408522,4,28433628,2015-01-27T02:12:09Z
16663715,bdiscoe,402624,3,20879388,2014-03-03T02:54:46Z
16663717,bot-mode,451693,2,14362479,2012-12-22T05:41:10Z
16663719,bot-mode,451693,2,15795416,2013-04-20T10:30:19Z
16663781,bdiscoe,402624,3,20879388,2014-03-03T02:54:41Z
16663784,bot-mode,451693,2,15795416,2013-04-20T10:30:32Z
16663813,bot-mode,451693,2,14362479,2012-12-22T05:41:10Z
16663823,bot-mode,451693,2,15795416,2013-04-20T10:30:36Z
16663826,Parcanman,422979,6,53226002,2017-10-25T05:54:13Z
16663832,bot-mode,451693,2,15795416,2013-04-20T10:30:37Z
16663844,Yoshinion,3151684,7,39591732,2016-05-26T21:40:21Z
16663850,bot-mode,451693,2,15795416,2013-04-20T10:30:41Z
16663867,bot-mode,451693,2,14394010,2012-12-24T18:55:18Z
16663868,chdr,165869,2,8353783,2011-06-05T20:13:00Z
16663893,bot-mode,451693,3,14394010,2012-12-24T18:55:18Z
16663898,bot-mode,451693,2,15795416,2013-04-20T10:30:46Z
16663900,Omnific,1408522,3,28301018,2015-01-21T07:22:11Z
16663907,bot-mode,451693,2,15795416,2013-04-20T10:30:47Z
16663908,bot-mode,451693,2,15795416,2013-04-20T10:30:48Z
16663909,bot-mode,451693,2,15795416,2013-04-20T10:30:48Z
16663918,andrewpmk,1679,4,26837638,2014-11-17T07:09:47Z
16663967,bot-mode,451693,2,15795416,2013-04-20T10:31:00Z
16663971,RichRico,2219338,4,27964234,2015-01-06T19:58:07Z
16663979,maxerickson,360392,3,41792569,2016-08-30T04:07:25Z
16664003,Omnific,1408522,3,28639283,2015-02-05T21:01:36Z
16664011,bot-mode,451693,2,15795416,2013-04-20T10:31:07Z
16664030,bot-mode,451693,2,14394010,2012-12-24T18:55:19Z
16664036,bot-mode,451693,2,14394010,2012-12-24T18:55:19Z
16664048,bot-mode,451693,2,15795416,2013-04-20T10:31:11Z
16664057,bdiscoe,402624,3,20878663,2014-03-03T01:43:16Z
16664060,DaveHansenTiger,7168,1,319335,2007-12-16T03:14:14Z
16664064,bdiscoe,402624,3,20878972,2014-03-03T02:11:11Z
16664079,maxerickson,360392,3,41792569,2016-08-30T04:07:44Z
16664085,bot-mode,451693,2,14362479,2012-12-22T05:41:13Z
16664087,Lambertus,6424,3,11263400,2012-04-11T10:43:33Z
16664088,Omnific,1408522,3,28244432,2015-01-19T02:54:29Z
16664111,Luke S,1902919,6,52992847,2017-10-16T19:27:05Z
16664132,bot-mode,451693,2,14362479,2012-12-22T05:41:14Z
16664139,bot-mode,451693,3,14394010,2012-12-24T18:55:21Z
16664141,maxerickson,360392,3,41792569,2016-08-30T04:07:24Z
16664150,chdr,165869,3,8277315,2011-05-29T03:52:08Z
16664152,chdr,165869,2,8277315,2011-05-29T03:52:07Z
16664165,bot-mode,451693,2,15795416,2013-04-20T10:31:25Z
16664178,maxerickson,360392,3,41792569,2016-08-30T04:07:39Z
16664181,NayanataraM,2053369,4,22854539,2014-06-10T17:14:42Z
16664182,bot-mode,451693,2,15795416,2013-04-20T10:31:29Z
16664190,bdiscoe,402624,3,20877642,2014-03-03T00:13:52Z
16664195,bot-mode,451693,2,14394010,2012-12-24T18:55:22Z
16664207,bot-mode,451693,2,15795416,2013-04-20T10:31:32Z
16664222,Looommie,7156830,6,54729743,2017-12-18T12:49:48Z
16664231,bdiscoe,402624,3,20878309,2014-03-03T01:08:29Z
16664236,bot-mode,451693,2,14394010,2012-12-24T18:55:23Z
16664243,bot-mode,451693,2,15795416,2013-04-20T10:31:36Z
16664247,AmaryllisG,2072472,3,37157915,2016-02-11T23:03:14Z
16664294,bot-mode,451693,2,15795416,2013-04-20T10:31:41Z
16664309,bot-mode,451693,2,15795416,2013-04-20T10:31:42Z
16664319,bot-mode,451693,2,15795416,2013-04-20T10:31:48Z
16664324,bot-mode,451693,2,14394010,2012-12-24T18:55:23Z
16664341,bot-mode,451693,2,14394010,2012-12-24T18:55:23Z
16664349,bot-mode,451693,2,15795416,2013-04-20T10:31:50Z
16664358,bot-mode,451693,2,15795416,2013-04-20T10:31:52Z
16664360,bot-mode,451693,2,15795416,2013-04-20T10:31:52Z
16664361,bot-mode,451693,2,15795416,2013-04-20T10:31:52Z
16664362,bot-mode,451693,2,15795416,2013-04-20T10:31:52Z
16664367,bot-mode,451693,2,14362479,2012-12-22T05:41:16Z
16664368,bot-mode,451693,3,14362479,2012-12-22T05:41:16Z
16664371,bot-mode,451693,2,15795416,2013-04-20T10:31:53Z
16664375,bot-mode,451693,2,15795416,2013-04-20T10:31:54Z
16664376,bdiscoe,402624,3,20878972,2014-03-03T02:11:07Z
16664393,bot-mode,451693,2,15795416,2013-04-20T10:31:58Z
16664396,andrewpmk,1679,7,26837201,2014-11-17T06:27:43Z
16664403,bot-mode,451693,2,15795416,2013-04-20T10:31:59Z
16664417,DaveHansenTiger,7168,1,319335,2007-12-16T03:18:51Z
16664421,bot-mode,451693,2,14394010,2012-12-24T18:55:24Z
16664435,maxerickson,360392,3,41792569,2016-08-30T04:07:42Z
16664436,WashuOtaku,5009402,4,50699213,2017-07-30T17:44:48Z
16664439,bot-mode,451693,2,15795416,2013-04-20T10:32:03Z
16664443,bot-mode,451693,2,15795416,2013-04-20T10:32:03Z
16664444,AtnNn,5848842,6,48607607,2017-05-11T23:24:03Z
16664478,bdiscoe,402624,3,20879388,2014-03-03T02:54:41Z
16664502,Omnific,1408522,4,28332720,2015-01-22T18:11:40Z
16664521,bot-mode,451693,2,15795416,2013-04-20T10:32:08Z
16664549,bot-mode,451693,2,15795416,2013-04-20T10:32:09Z
16664585,bdiscoe,402624,3,20878972,2014-03-03T02:10:57Z
16664619,bot-mode,451693,2,15795416,2013-04-20T10:32:20Z
16664642,bot-mode,451693,2,14394010,2012-12-24T18:55:25Z
16664661,bot-mode,451693,2,15795416,2013-04-20T10:32:27Z
16664662,bot-mode,451693,2,15795416,2013-04-20T10:32:27Z
16664668,bot-mode,451693,2,14394010,2012-12-24T18:55:26Z
16664706,bdiscoe,402624,4,20877642,2014-03-03T00:13:32Z
16664737,bdiscoe,402624,4,20878309,2014-03-03T01:07:44Z
16664741,bot-mode,451693,2,15795416,2013-04-20T10:32:37Z
16664795,bot-mode,451693,2,15795416,2013-04-20T10:32:50Z
16664800,bdiscoe,402624,3,20878309,2014-03-03T01:07:57Z
16664851,bdiscoe,402624,3,20877642,2014-03-03T00:13:50Z
16664862,bdiscoe,402624,4,46890116,2017-03-16T07:54:10Z
16664863,bdiscoe,402624,3,46890116,2017-03-16T07:54:10Z
16664870,rg85201,5230006,4,49233074,2017-06-04T04:17:57Z
16664879,bot-mode,451693,2,15795416,2013-04-20T10:33:08Z
16664886,bot-mode,451693,2,14394010,2012-12-24T18:55:28Z
16664888,bot-mode,451693,2,15795416,2013-04-20T10:33:11Z
16664904,bot-mode,451693,2,15795416,2013-04-20T10:33:14Z
16664910,bot-mode,451693,2,15795416,2013-04-20T10:33:14Z
16664916,Looommie,7156830,6,54729743,2017-12-18T12:49:48Z
16664917,bot-mode,451693,2,14394010,2012-12-24T18:55:28Z
16664919,bdiscoe,402624,3,20878663,2014-03-03T01:43:04Z
16664921,bot-mode,451693,2,14394010,2012-12-24T18:55:29Z
16664922,bot-mode,451693,2,15795416,2013-04-20T10:33:15Z
16664926,bot-mode,451693,2,15795416,2013-04-20T10:33:15Z
16664937,bdiscoe,402624,5,20878663,2014-03-03T01:43:18Z
16664938,bot-mode,451693,2,15795416,2013-04-20T10:33:18Z
16664939,bot-mode,451693,2,15795416,2013-04-20T10:33:18Z
16664944,bdiscoe,402624,3,20878309,2014-03-03T01:08:01Z
16664947,bot-mode,451693,2,15795416,2013-04-20T10:33:19Z
16664948,Khbateman,7169815,15,54472735,2017-12-08T23:22:03Z
16664972,bot-mode,451693,2,14394010,2012-12-24T18:55:30Z
16664997,bdiscoe,402624,3,20879388,2014-03-03T02:54:37Z
16665000,bot-mode,451693,2,15795416,2013-04-20T10:33:34Z
16665004,bot-mode,451693,2,14394010,2012-12-24T18:55:30Z
16665040,maxerickson,360392,3,41792569,2016-08-30T04:07:47Z
16665051,bdiscoe,402624,4,20878309,2014-03-03T01:08:22Z
16665065,bot-mode,451693,2,14394010,2012-12-24T18:55:31Z
16665068,bot-mode,451693,2,15795416,2013-04-20T10:33:45Z
16665077,maxerickson,360392,3,41792569,2016-08-30T04:07:33Z
16665098,rickmastfan67,252811,2,12425450,2012-07-22T04:40:41Z
16665125,bdiscoe,402624,3,20879388,2014-03-03T02:54:41Z
16665164,bot-mode,451693,2,15795416,2013-04-20T10:34:02Z
16665191,bot-mode,451693,2,14394010,2012-12-24T18:55:32Z
16665200,bot-mode,451693,2,14394010,2012-12-24T18:55:32Z
16665211,bot-mode,451693,2,14394010,2012-12-24T18:55:33Z
16665215,bdiscoe,402624,3,46890116,2017-03-16T07:54:11Z
16665219,bdiscoe,402624,3,46890116,2017-03-16T07:54:11Z
16665227,rickmastfan67,252811,8,12424095,2012-07-22T01:48:37Z
16665240,bot-mode,451693,2,14362479,2012-12-22T05:41:25Z
16665259,Jruze,1242670,3,41264789,2016-08-05T17:40:43Z
16665267,bot-mode,451693,2,14394010,2012-12-24T18:55:33Z
16665278,bot-mode,451693,2,15795416,2013-04-20T10:34:13Z
16665305,bdiscoe,402624,3,20878972,2014-03-03T02:10:54Z
16665306,bdiscoe,402624,3,20878972,2014-03-03T02:10:54Z
16665319,WashuOtaku,5009402,3,50766065,2017-08-01T22:38:34Z
16665324,karitotp,2748195,4,45086087,2017-01-11T20:12:14Z
16665335,bot-mode,451693,2,15795416,2013-04-20T10:34:21Z
16665337,bot-mode,451693,2,14394010,2012-12-24T18:55:34Z
16665340,bdiscoe,402624,3,20879388,2014-03-03T02:54:34Z
16665363,Omnific,1408522,4,28332720,2015-01-22T18:11:41Z
16665364,Dami_Tn,2012449,3,21562210,2014-04-07T22:56:44Z
16665372,chdr,165869,2,8277315,2011-05-29T03:53:21Z
16665377,bdiscoe,402624,3,20878972,2014-03-03T02:11:11Z
16665382,bot-mode,451693,2,14394010,2012-12-24T18:55:35Z
16665426,bot-mode,451693,3,15795416,2013-04-20T10:34:36Z
16665439,mdsuper82,5776193,4,48709776,2017-05-15T18:52:33Z
16665451,Dami_Tn,2012449,3,21562210,2014-04-07T22:56:37Z
16665457,WashuOtaku,5009402,4,50767606,2017-08-02T01:16:25Z
16665469,bot-mode,451693,2,15795416,2013-04-20T10:34:43Z
16665475,bot-mode,451693,2,15795416,2013-04-20T10:34:43Z
16665482,maxerickson,360392,3,41792569,2016-08-30T04:07:22Z
16665493,bot-mode,451693,2,15795416,2013-04-20T10:34:46Z
16665515,Mikebara,223540,4,29299245,2015-03-06T22:11:33Z
16665517,bot-mode,451693,4,15795416,2013-04-20T10:34:49Z
16665538,maxerickson,360392,3,41792569,2016-08-30T04:07:51Z
16665543,bdiscoe,402624,3,20878972,2014-03-03T02:11:04Z
16665581,bot-mode,451693,3,15795416,2013-04-20T10:35:02Z
16665616,bot-mode,451693,2,15795416,2013-04-20T10:35:08Z
16665651,bot-mode,451693,2,15795416,2013-04-20T10:35:13Z
16665690,DavidJC,5793516,5,48454976,2017-05-06T15:24:28Z
16665691,bot-mode,451693,2,14362479,2012-12-22T05:41:28Z
16665701,bot-mode,451693,2,14394010,2012-12-24T18:55:38Z
16665705,maxerickson,360392,4,41792569,2016-08-30T04:07:53Z
16665715,bot-mode,451693,2,15795416,2013-04-20T10:35:23Z
16665716,maxerickson,360392,4,41792569,2016-08-30T04:07:41Z
16665720,bot-mode,451693,2,15795416,2013-04-20T10:35:24Z
16665739,bot-mode,451693,2,15795416,2013-04-20T10:35:27Z
16665798,bot-mode,451693,2,15795416,2013-04-20T10:35:40Z
16665809,bot-mode,451693,2,15795416,2013-04-20T10:35:42Z
16665820,bdiscoe,402624,3,20878309,2014-03-03T01:08:33Z
16665821,bdiscoe,402624,3,20878309,2014-03-03T01:08:33Z
16665822,bdiscoe,402624,3,20879388,2014-03-03T02:54:39Z
16665823,bot-mode,451693,2,14362479,2012-12-22T05:41:29Z
16665824,emacsen_dwg,1782960,5,28649503,2015-02-06T12:16:25Z
16665830,bot-mode,451693,2,15795416,2013-04-20T10:35:44Z
16665838,bdiscoe,402624,5,20879388,2014-03-03T02:54:37Z
16665883,bot-mode,451693,2,15795416,2013-04-20T10:35:50Z
16665893,maxerickson,360392,3,41792569,2016-08-30T04:07:42Z
16665940,Parcanman,422979,6,53237950,2017-10-25T14:59:07Z
16665968,Yoshinion,3151684,5,33392236,2015-08-17T14:31:51Z
16665989,bot-mode,451693,2,14394010,2012-12-24T18:55:40Z
16665993,bot-mode,451693,2,15795416,2013-04-20T10:36:07Z
16666013,bot-mode,451693,2,14394010,2012-12-24T18:55:40Z
16666024,bdiscoe,402624,3,20878663,2014-03-03T01:43:03Z
16666037,bot-mode,451693,2,15795416,2013-04-20T10:36:14Z
16666039,bdiscoe,402624,3,20877642,2014-03-03T00:13:02Z
16666091,bot-mode,451693,2,15795416,2013-04-20T10:36:20Z
16666098,bdiscoe,402624,3,20878972,2014-03-03T02:11:02Z
16666101,maxerickson,360392,3,41792569,2016-08-30T04:07:32Z
16666104,maxerickson,360392,4,41792569,2016-08-30T04:07:32Z
16666105,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666106,Omnific,1408522,4,28339946,2015-01-22T23:55:21Z
16666107,bdiscoe,402624,3,20877642,2014-03-03T00:14:16Z
16666108,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666110,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666112,bdiscoe,402624,3,20877642,2014-03-03T00:14:16Z
16666113,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666115,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666116,bdiscoe,402624,3,20877642,2014-03-03T00:14:15Z
16666126,bdiscoe,402624,3,20877642,2014-03-03T00:13:51Z
16666132,bot-mode,451693,2,14394010,2012-12-24T18:55:44Z
16666134,Lambertus,6424,5,11267977,2012-04-11T17:56:54Z
16666148,Dami_Tn,2012449,3,21562210,2014-04-07T22:56:32Z
16666150,bdiscoe,402624,3,20878972,2014-03-03T02:11:05Z
16666155,bot-mode,451693,2,15795416,2013-04-20T10:36:32Z
16666170,bot-mode,451693,2,15795416,2013-04-20T10:36:34Z
16666188,Omnific,1408522,4,28245401,2015-01-19T05:09:14Z
16666195,bdiscoe,402624,3,20877642,2014-03-03T00:14:06Z
16666207,bot-mode,451693,2,14394010,2012-12-24T18:55:46Z
16666231,bdiscoe,402624,3,46890116,2017-03-16T07:54:13Z
16666239,bot-mode,451693,2,15795416,2013-04-20T10:36:44Z
16666261,torapa,5446055,4,49886764,2017-06-28T12:13:46Z
16666262,bot-mode,451693,2,15795416,2013-04-20T10:36:47Z
16666266,bdiscoe,402624,4,20872425,2014-03-02T19:56:52Z
16666268,bdiscoe,402624,3,46890116,2017-03-16T07:54:13Z
